Điểm đi	Điểm đến	Số chỗ	Giá (VNĐ)
hà nội	hà giang	44.0	180000.0
hà nội	hà giang	40.0	240000.0
hà nội	hà giang	9.0	200000.0
hà nội	hà giang	46.0	200000.0
hà nội	hà giang	45.0	200000.0
hà nội	hà giang	28.0	160000.0
hà nội	hà giang	45.0	170000.0
hải dương	hà giang	40.0	200000.0
hải phòng	hà giang	45.0	240000.0
nghệ an	hà giang	44.0	400000.0
phú thọ	hà giang	44.0	180000.0
phú thọ	hà giang	44.0	160000.0
phú thọ	hà giang	44.0	170000.0
phú thọ	hà giang	44.0	150000.0
quảng ninh	hà giang	40.0	400000.0
quảng ninh	hà giang	40.0	350000.0
thái nguyên	hà giang	45.0	120000.0
thái nguyên	hà giang	30.0	120000.0
thanh hóa	hà giang	40.0	320000.0
tuyên quang	hà giang	44.0	150000.0
tuyên quang	hà giang	44.0	100000.0
tuyên quang	hà giang	44.0	130000.0
tuyên quang	hà giang	44.0	80000.0
tuyên quang	hà giang	46.0	100000.0
vĩnh phúc	hà giang	44.0	190000.0
vĩnh phúc	hà giang	44.0	170000.0
vĩnh phúc	hà giang	46.0	180000.0
vĩnh phúc	hà giang	46.0	170000.0
bắc ninh	hải dương	45.0	50000.0
bắc ninh	hải dương	45.0	40000.0
bình phước	hải dương	40.0	750000.0
cao bằng	hải dương	28.0	170000.0
cao bằng	hải dương	40.0	240000.0
gia lai	hải dương	40.0	600000.0
gia lai	hải dương	40.0	550000.0
hà giang	hải dương	40.0	200000.0
hà nội	hải dương	47.0	50000.0
hà nội	hải dương	45.0	27000.0
hà nội	hải dương	30.0	55000.0
hà nội	hải dương	45.0	50000.0
hà nội	hải dương	45.0	70000.0
hà nội	hải dương	19.0	80000.0
hà nội	hải dương	19.0	60000.0
hà nội	hải dương	45.0	60000.0
hải phòng	hải dương	7.0	120000.0
hải phòng	hải dương	28.0	40000.0
hòa bình	hải dương	35.0	80000.0
hưng yên	hải dương	39.0	140000.0
kon tum	hải dương	40.0	570000.0
lai châu	hải dương	40.0	340000.0
lào cai	hải dương	41.0	250000.0
lào cai	hải dương	41.0	240000.0
lào cai	hải dương	41.0	230000.0
lào cai	hải dương	41.0	220000.0
lào cai	hải dương	40.0	250000.0
quảng ninh	hải dương	45.0	150000.0
quảng ninh	hải dương	40.0	150000.0
quảng ninh	hải dương	39.0	170000.0
quảng ninh	hải dương	39.0	140000.0
quảng ninh	hải dương	19.0	80000.0
quảng ninh	hải dương	19.0	70000.0
quảng ninh	hải dương	45.0	75000.0
quảng ninh	hải dương	45.0	70000.0
quảng ninh	hải dương	45.0	60000.0
quảng ninh	hải dương	45.0	40000.0
quảng ninh	hải dương	45.0	50000.0
sài gòn	hải dương	40.0	750000.0
sài gòn	hải dương	40.0	850000.0
sài gòn	hải dương	40.0	900000.0
sài gòn	hải dương	40.0	800000.0
sài gòn	hải dương	40.0	880000.0
sài gòn	hải dương	45.0	650000.0
sơn la	hải dương	40.0	210000.0
sơn la	hải dương	40.0	320000.0
thái nguyên	hải dương	30.0	75000.0
thái nguyên	hải dương	35.0	80000.0
thanh hóa	hải dương	45.0	110000.0
yên bái	hải dương	41.0	180000.0
yên bái	hải dương	41.0	200000.0
đà nẵng	hải dương	46.0	350000.0
đắk lắk	hải dương	40.0	600000.0
hà nội	hòa bình	28.0	100000.0
hà nội	hòa bình	28.0	110000.0
hà nội	hòa bình	28.0	60000.0
hà nội	hòa bình	45.0	45000.0
hà nội	hòa bình	29.0	100000.0
hà nội	hòa bình	16.0	100000.0
hà nội	hòa bình	30.0	45000.0
hà nội	hòa bình	28.0	80000.0
hà nội	hòa bình	46.0	120000.0
hà nội	hòa bình	46.0	100000.0
hà nội	hòa bình	44.0	120000.0
hà nội	hòa bình	44.0	100000.0
hà nội	hòa bình	44.0	130000.0
hà nội	hòa bình	28.0	50000.0
hà nội	hòa bình	30.0	80000.0
hà nội	hòa bình	30.0	70000.0
hà nội	hòa bình	18.0	200000.0
hà nội	hòa bình	28.0	75000.0
hà nội	hòa bình	28.0	70000.0
hải phòng	hòa bình	45.0	85000.0
hải phòng	hòa bình	45.0	110000.0
lào cai	hòa bình	46.0	280000.0
lào cai	hòa bình	46.0	230000.0
nam định	hòa bình	28.0	90000.0
nam định	hòa bình	25.0	75000.0
nam định	hòa bình	29.0	90000.0
nam định	hòa bình	30.0	75000.0
nghệ an	hòa bình	16.0	90000.0
ninh bình	hòa bình	28.0	80000.0
ninh bình	hòa bình	7.0	90000.0
ninh bình	hòa bình	28.0	100000.0
phú thọ	hòa bình	46.0	150000.0
quảng ninh	hòa bình	40.0	250000.0
sơn la	hòa bình	18.0	150000.0
yên bái	hòa bình	46.0	200000.0
đắk lắk	hòa bình	40.0	770000.0
bạc liêu	hưng yên	40.0	900000.0
cà mau	hưng yên	40.0	800000.0
hà nội	hưng yên	45.0	50000.0
hà nội	hưng yên	30.0	34000.0
hải phòng	hưng yên	30.0	60000.0
hòa bình	hưng yên	29.0	65000.0
kiên giang	hưng yên	40.0	900000.0
kiên giang	hưng yên	40.0	800000.0
lạng sơn	hưng yên	16.0	50000.0
lào cai	hưng yên	41.0	240000.0
lào cai	hưng yên	41.0	230000.0
lào cai	hưng yên	41.0	220000.0
lào cai	hưng yên	41.0	200000.0
quảng ninh	hưng yên	40.0	170000.0
quảng ninh	hưng yên	39.0	170000.0
sài gòn	hưng yên	40.0	850000.0
sài gòn	hưng yên	40.0	890000.0
sơn la	hưng yên	30.0	200000.0
sơn la	hưng yên	40.0	220000.0
yên bái	hưng yên	41.0	160000.0
yên bái	hưng yên	41.0	180000.0
đà nẵng	hưng yên	46.0	330000.0
hà nam	lai châu	40.0	250000.0
hà nội	lai châu	40.0	300000.0
hà nội	lai châu	40.0	250000.0
hà nội	lai châu	40.0	350000.0
hà nội	lai châu	28.0	180000.0
hà nội	lai châu	44.0	420000.0
hà nội	lai châu	44.0	280000.0
hà nội	lai châu	44.0	350000.0
hà nội	lai châu	28.0	200000.0
hà nội	lai châu	41.0	280000.0
hà nội	lai châu	40.0	260000.0
hà nội	lai châu	41.0	250000.0
hà nội	lai châu	41.0	260000.0
hà nội	lai châu	45.0	200000.0
hà nội	lai châu	28.0	250000.0
hải dương	lai châu	40.0	340000.0
hải phòng	lai châu	40.0	360000.0
lào cai	lai châu	44.0	200000.0
lào cai	lai châu	44.0	230000.0
lào cai	lai châu	44.0	290000.0
lào cai	lai châu	44.0	280000.0
lào cai	lai châu	44.0	150000.0
lào cai	lai châu	44.0	240000.0
lào cai	lai châu	44.0	180000.0
lào cai	lai châu	44.0	90000.0
lào cai	lai châu	44.0	220000.0
lào cai	lai châu	44.0	140000.0
lào cai	lai châu	44.0	50000.0
lào cai	lai châu	44.0	100000.0
lào cai	lai châu	41.0	100000.0
lào cai	lai châu	40.0	100000.0
lào cai	lai châu	40.0	120000.0
lào cai	lai châu	40.0	70000.0
lào cai	lai châu	30.0	90000.0
nam định	lai châu	40.0	320000.0
nghệ an	lai châu	41.0	500000.0
phú thọ	lai châu	44.0	330000.0
phú thọ	lai châu	44.0	270000.0
phú thọ	lai châu	44.0	400000.0
phú thọ	lai châu	44.0	350000.0
phú thọ	lai châu	44.0	360000.0
phú thọ	lai châu	44.0	260000.0
phú thọ	lai châu	44.0	310000.0
thái bình	lai châu	40.0	300000.0
thái bình	lai châu	40.0	380000.0
thái nguyên	lai châu	40.0	300000.0
thanh hóa	lai châu	41.0	400000.0
vĩnh phúc	lai châu	44.0	340000.0
vĩnh phúc	lai châu	44.0	410000.0
vĩnh phúc	lai châu	44.0	280000.0
vĩnh phúc	lai châu	40.0	250000.0
vĩnh phúc	lai châu	43.0	200000.0
yên bái	lai châu	44.0	330000.0
yên bái	lai châu	44.0	250000.0
yên bái	lai châu	44.0	350000.0
yên bái	lai châu	44.0	280000.0
yên bái	lai châu	44.0	260000.0
yên bái	lai châu	44.0	310000.0
yên bái	lai châu	44.0	320000.0
yên bái	lai châu	44.0	230000.0
yên bái	lai châu	41.0	200000.0
yên bái	lai châu	41.0	150000.0
yên bái	lai châu	40.0	200000.0
bắc giang	lào cai	45.0	230000.0
hà giang	lào cai	16.0	180000.0
hà nam	lào cai	40.0	200000.0
hà nam	lào cai	45.0	250000.0
hà nội	lào cai	41.0	210000.0
hà nội	lào cai	41.0	180000.0
hà nội	lào cai	41.0	200000.0
hà nội	lào cai	41.0	220000.0
hà nội	lào cai	40.0	230000.0
hà nội	lào cai	9.0	400000.0
hà nội	lào cai	40.0	350000.0
hà nội	lào cai	9.0	430000.0
hà nội	lào cai	46.0	200000.0
hà nội	lào cai	46.0	250000.0
hà nội	lào cai	46.0	180000.0
hà nội	lào cai	46.0	230000.0
hà nội	lào cai	44.0	230000.0
hà nội	lào cai	44.0	180000.0
hà nội	lào cai	44.0	250000.0
hà nội	lào cai	44.0	270000.0
hà nội	lào cai	41.0	250000.0
hà nội	lào cai	40.0	200000.0
hà nội	lào cai	40.0	250000.0
hà nội	lào cai	40.0	220000.0
hà nội	lào cai	46.0	220000.0
hà nội	lào cai	19.0	350000.0
hà nội	lào cai	45.0	200000.0
hà nội	lào cai	45.0	250000.0
hà nội	lào cai	45.0	180000.0
hà nội	lào cai	46.0	320000.0
hà nội	lào cai	46.0	240000.0
hà nội	lào cai	46.0	210000.0
hà nội	lào cai	9.0	320000.0
hà nội	lào cai	9.0	350000.0
hà nội	lào cai	9.0	300000.0
hà nội	lào cai	9.0	270000.0
hà nội	lào cai	29.0	370000.0
hà nội	lào cai	38.0	320000.0
hà nội	lào cai	54.0	180000.0
hà nội	lào cai	54.0	230000.0
hà tĩnh	lào cai	46.0	450000.0
hà tĩnh	lào cai	36.0	450000.0
hà tĩnh	lào cai	46.0	380000.0
hải dương	lào cai	41.0	250000.0
hải dương	lào cai	41.0	240000.0
hải dương	lào cai	41.0	220000.0
hải dương	lào cai	41.0	230000.0
hải dương	lào cai	40.0	250000.0
hải phòng	lào cai	41.0	260000.0
hải phòng	lào cai	41.0	240000.0
hải phòng	lào cai	41.0	350000.0
hải phòng	lào cai	41.0	250000.0
hải phòng	lào cai	41.0	280000.0
hải phòng	lào cai	41.0	340000.0
hải phòng	lào cai	40.0	265000.0
hải phòng	lào cai	46.0	320000.0
hải phòng	lào cai	46.0	260000.0
hòa bình	lào cai	46.0	280000.0
hòa bình	lào cai	46.0	230000.0
hưng yên	lào cai	41.0	240000.0
hưng yên	lào cai	41.0	220000.0
hưng yên	lào cai	41.0	200000.0
hưng yên	lào cai	41.0	230000.0
lai châu	lào cai	44.0	200000.0
lai châu	lào cai	44.0	50000.0
lai châu	lào cai	44.0	150000.0
lai châu	lào cai	44.0	90000.0
lai châu	lào cai	41.0	100000.0
lai châu	lào cai	40.0	120000.0
lai châu	lào cai	40.0	100000.0
lai châu	lào cai	30.0	90000.0
nam định	lào cai	40.0	200000.0
nam định	lào cai	40.0	230000.0
nghệ an	lào cai	36.0	400000.0
nghệ an	lào cai	41.0	400000.0
ninh bình	lào cai	40.0	250000.0
ninh bình	lào cai	46.0	280000.0
ninh bình	lào cai	46.0	250000.0
phú thọ	lào cai	30.0	140000.0
phú thọ	lào cai	41.0	180000.0
phú thọ	lào cai	41.0	200000.0
phú thọ	lào cai	41.0	190000.0
phú thọ	lào cai	41.0	150000.0
phú thọ	lào cai	41.0	140000.0
phú thọ	lào cai	41.0	170000.0
phú thọ	lào cai	41.0	160000.0
phú thọ	lào cai	44.0	150000.0
phú thọ	lào cai	44.0	100000.0
phú thọ	lào cai	44.0	200000.0
phú thọ	lào cai	54.0	90000.0
phú thọ	lào cai	54.0	140000.0
phú thọ	lào cai	54.0	190000.0
phú thọ	lào cai	54.0	150000.0
quảng ninh	lào cai	40.0	400000.0
quảng ninh	lào cai	40.0	300000.0
quảng ninh	lào cai	45.0	450000.0
quảng ninh	lào cai	45.0	400000.0
quảng ninh	lào cai	45.0	360000.0
quảng ninh	lào cai	45.0	320000.0
quảng ninh	lào cai	45.0	370000.0
quảng ninh	lào cai	46.0	450000.0
thái bình	lào cai	40.0	290000.0
thái bình	lào cai	40.0	250000.0
thái bình	lào cai	40.0	300000.0
thái bình	lào cai	54.0	330000.0
thái bình	lào cai	54.0	230000.0
thái bình	lào cai	54.0	280000.0
thái nguyên	lào cai	40.0	260000.0
thái nguyên	lào cai	40.0	220000.0
thái nguyên	lào cai	40.0	250000.0
thanh hóa	lào cai	40.0	300000.0
thanh hóa	lào cai	41.0	350000.0
thanh hóa	lào cai	46.0	310000.0
thanh hóa	lào cai	46.0	280000.0
vĩnh phúc	lào cai	40.0	180000.0
yên bái	lào cai	28.0	110000.0
yên bái	lào cai	28.0	120000.0
yên bái	lào cai	54.0	130000.0
yên bái	lào cai	54.0	80000.0
yên bái	lào cai	54.0	30000.0
yên bái	lào cai	44.0	160000.0
yên bái	lào cai	44.0	60000.0
yên bái	lào cai	44.0	110000.0
yên bái	lào cai	44.0	80000.0
yên bái	lào cai	44.0	30000.0
yên bái	lào cai	54.0	60000.0
yên bái	lào cai	54.0	110000.0
yên bái	lào cai	44.0	130000.0
bình dương	phú thọ	40.0	850000.0
bình dương	phú thọ	45.0	850000.0
hà giang	phú thọ	44.0	180000.0
hà giang	phú thọ	44.0	170000.0
hà giang	phú thọ	44.0	160000.0
hà giang	phú thọ	44.0	150000.0
hà giang	phú thọ	46.0	150000.0
hà nội	phú thọ	28.0	60000.0
hà nội	phú thọ	46.0	130000.0
hà nội	phú thọ	46.0	100000.0
hà nội	phú thọ	44.0	120000.0
hà nội	phú thọ	44.0	100000.0
hà nội	phú thọ	9.0	150000.0
hà nội	phú thọ	9.0	120000.0
hà nội	phú thọ	9.0	130000.0
hà nội	phú thọ	9.0	140000.0
hà nội	phú thọ	9.0	170000.0
hà nội	phú thọ	11.0	120000.0
hà nội	phú thọ	40.0	100000.0
hà nội	phú thọ	45.0	90000.0
hà nội	phú thọ	44.0	80000.0
hà nội	phú thọ	54.0	80000.0
hòa bình	phú thọ	35.0	72000.0
lai châu	phú thọ	44.0	250000.0
lai châu	phú thọ	44.0	260000.0
lào cai	phú thọ	30.0	140000.0
lào cai	phú thọ	41.0	200000.0
lào cai	phú thọ	41.0	180000.0
lào cai	phú thọ	41.0	190000.0
lào cai	phú thọ	41.0	170000.0
lào cai	phú thọ	41.0	160000.0
lào cai	phú thọ	41.0	150000.0
lào cai	phú thọ	41.0	140000.0
lào cai	phú thọ	44.0	200000.0
lào cai	phú thọ	44.0	190000.0
lào cai	phú thọ	44.0	180000.0
lào cai	phú thọ	44.0	160000.0
lào cai	phú thọ	44.0	140000.0
lào cai	phú thọ	44.0	120000.0
lào cai	phú thọ	44.0	220000.0
lào cai	phú thọ	54.0	150000.0
lào cai	phú thọ	54.0	100000.0
lào cai	phú thọ	44.0	150000.0
lào cai	phú thọ	44.0	100000.0
lào cai	phú thọ	54.0	140000.0
lào cai	phú thọ	54.0	90000.0
quảng ninh	phú thọ	45.0	250000.0
quảng ninh	phú thọ	40.0	250000.0
quảng ninh	phú thọ	40.0	270000.0
sài gòn	phú thọ	45.0	550000.0
sài gòn	phú thọ	45.0	650000.0
thái bình	phú thọ	54.0	140000.0
thái nguyên	phú thọ	28.0	72000.0
thanh hóa	phú thọ	28.0	120000.0
tuyên quang	phú thọ	44.0	140000.0
tuyên quang	phú thọ	44.0	100000.0
tuyên quang	phú thọ	44.0	110000.0
tuyên quang	phú thọ	44.0	80000.0
vĩnh phúc	phú thọ	44.0	100000.0
vĩnh phúc	phú thọ	44.0	80000.0
yên bái	phú thọ	41.0	100000.0
yên bái	phú thọ	41.0	70000.0
yên bái	phú thọ	41.0	120000.0
yên bái	phú thọ	44.0	120000.0
yên bái	phú thọ	44.0	100000.0
yên bái	phú thọ	44.0	50000.0
yên bái	phú thọ	44.0	90000.0
yên bái	phú thọ	54.0	70000.0
yên bái	phú thọ	54.0	40000.0
yên bái	phú thọ	44.0	70000.0
yên bái	phú thọ	44.0	40000.0
đà nẵng	phú thọ	40.0	450000.0
đắk lắk	phú thọ	41.0	700000.0
đắk nông	phú thọ	40.0	800000.0
bắc giang	quảng ninh	40.0	180000.0
bắc kạn	quảng ninh	40.0	300000.0
bạc liêu	quảng ninh	30.0	800000.0
bạc liêu	quảng ninh	40.0	700000.0
bắc ninh	quảng ninh	45.0	60000.0
bắc ninh	quảng ninh	45.0	75000.0
bắc ninh	quảng ninh	45.0	80000.0
bắc ninh	quảng ninh	45.0	70000.0
bình thuận	quảng ninh	39.0	860000.0
bình định	quảng ninh	40.0	700000.0
bình định	quảng ninh	39.0	650000.0
cần thơ	quảng ninh	40.0	950000.0
hà giang	quảng ninh	40.0	400000.0
hà giang	quảng ninh	40.0	350000.0
hà nam	quảng ninh	40.0	200000.0
hà nội	quảng ninh	28.0	120000.0
hà nội	quảng ninh	45.0	80000.0
hà nội	quảng ninh	28.0	100000.0
hà nội	quảng ninh	40.0	200000.0
hà nội	quảng ninh	9.0	180000.0
hà nội	quảng ninh	29.0	150000.0
hà nội	quảng ninh	9.0	250000.0
hà nội	quảng ninh	45.0	180000.0
hà nội	quảng ninh	44.0	170000.0
hà nội	quảng ninh	44.0	150000.0
hà nội	quảng ninh	44.0	200000.0
hà nội	quảng ninh	44.0	180000.0
hà nội	quảng ninh	16.0	120000.0
hà nội	quảng ninh	47.0	60000.0
hà nội	quảng ninh	47.0	100000.0
hà nội	quảng ninh	47.0	80000.0
hà nội	quảng ninh	47.0	70000.0
hà nội	quảng ninh	9.0	220000.0
hà nội	quảng ninh	28.0	90000.0
hà nội	quảng ninh	34.0	80000.0
hà nội	quảng ninh	34.0	150000.0
hà nội	quảng ninh	9.0	300000.0
hà nội	quảng ninh	45.0	100000.0
hà nội	quảng ninh	45.0	120000.0
hà nội	quảng ninh	19.0	170000.0
hà nội	quảng ninh	9.0	200000.0
hà nội	quảng ninh	7.0	250000.0
hà nội	quảng ninh	16.0	100000.0
hà nội	quảng ninh	19.0	80000.0
hà nội	quảng ninh	19.0	100000.0
hà nội	quảng ninh	7.0	200000.0
hà nội	quảng ninh	45.0	90000.0
hà nội	quảng ninh	44.0	250000.0
hà nội	quảng ninh	44.0	230000.0
hà tĩnh	quảng ninh	40.0	250000.0
hà tĩnh	quảng ninh	39.0	320000.0
hải dương	quảng ninh	45.0	150000.0
hải dương	quảng ninh	45.0	60000.0
hải dương	quảng ninh	45.0	70000.0
hải dương	quảng ninh	45.0	75000.0
hải dương	quảng ninh	45.0	50000.0
hải dương	quảng ninh	45.0	40000.0
hải phòng	quảng ninh	16.0	140000.0
hải phòng	quảng ninh	16.0	150000.0
hải phòng	quảng ninh	9.0	150000.0
hải phòng	quảng ninh	45.0	120000.0
hòa bình	quảng ninh	40.0	250000.0
huế	quảng ninh	40.0	500000.0
huế	quảng ninh	39.0	460000.0
hưng yên	quảng ninh	40.0	170000.0
lạng sơn	quảng ninh	45.0	100000.0
lào cai	quảng ninh	45.0	450000.0
lào cai	quảng ninh	40.0	400000.0
lào cai	quảng ninh	45.0	400000.0
lào cai	quảng ninh	45.0	360000.0
lào cai	quảng ninh	46.0	450000.0
nam định	quảng ninh	45.0	90000.0
nam định	quảng ninh	40.0	150000.0
nam định	quảng ninh	45.0	100000.0
nghệ an	quảng ninh	40.0	200000.0
nghệ an	quảng ninh	39.0	280000.0
nghệ an	quảng ninh	40.0	250000.0
khánh hòa	quảng ninh	40.0	750000.0
khánh hòa	quảng ninh	39.0	760000.0
ninh bình	quảng ninh	28.0	100000.0
ninh bình	quảng ninh	28.0	120000.0
ninh bình	quảng ninh	40.0	200000.0
ninh bình	quảng ninh	39.0	210000.0
ninh bình	quảng ninh	35.0	130000.0
ninh bình	quảng ninh	35.0	100000.0
ninh thuận	quảng ninh	40.0	750000.0
ninh thuận	quảng ninh	39.0	810000.0
phú thọ	quảng ninh	45.0	250000.0
phú thọ	quảng ninh	40.0	250000.0
phú thọ	quảng ninh	40.0	270000.0
phú yên	quảng ninh	39.0	700000.0
quảng bình	quảng ninh	40.0	350000.0
quảng bình	quảng ninh	40.0	300000.0
quảng bình	quảng ninh	39.0	370000.0
quảng bình	quảng ninh	40.0	400000.0
quảng nam	quảng ninh	39.0	540000.0
quảng ngãi	quảng ninh	39.0	560000.0
quảng trị	quảng ninh	39.0	420000.0
sài gòn	quảng ninh	39.0	900000.0
sài gòn	quảng ninh	39.0	920000.0
sài gòn	quảng ninh	40.0	850000.0
sơn la	quảng ninh	40.0	320000.0
thái bình	quảng ninh	40.0	100000.0
thái bình	quảng ninh	28.0	120000.0
thái bình	quảng ninh	40.0	150000.0
thái bình	quảng ninh	16.0	120000.0
thái bình	quảng ninh	16.0	95000.0
thái bình	quảng ninh	16.0	100000.0
thái bình	quảng ninh	45.0	130000.0
thái bình	quảng ninh	35.0	100000.0
thái nguyên	quảng ninh	45.0	140000.0
thái nguyên	quảng ninh	40.0	230000.0
thanh hóa	quảng ninh	40.0	200000.0
thanh hóa	quảng ninh	39.0	230000.0
thanh hóa	quảng ninh	45.0	230000.0
tuyên quang	quảng ninh	40.0	300000.0
tuyên quang	quảng ninh	45.0	300000.0
yên bái	quảng ninh	40.0	300000.0
đà nẵng	quảng ninh	40.0	500000.0
đà nẵng	quảng ninh	46.0	350000.0
đắk lắk	quảng ninh	40.0	850000.0
đồng nai	quảng ninh	39.0	900000.0
bắc giang	sơn la	40.0	290000.0
hà nam	sơn la	40.0	280000.0
hà nội	sơn la	40.0	210000.0
hà nội	sơn la	40.0	220000.0
hà nội	sơn la	40.0	250000.0
hà nội	sơn la	29.0	120000.0
hà nội	sơn la	29.0	150000.0
hà nội	sơn la	29.0	220000.0
hà nội	sơn la	29.0	180000.0
hà nội	sơn la	40.0	150000.0
hà nội	sơn la	44.0	240000.0
hà nội	sơn la	44.0	180000.0
hà nội	sơn la	44.0	200000.0
hà nội	sơn la	44.0	160000.0
hà nội	sơn la	44.0	140000.0
hà nội	sơn la	44.0	170000.0
hà nội	sơn la	44.0	230000.0
hà nội	sơn la	44.0	150000.0
hà nội	sơn la	44.0	190000.0
hà nội	sơn la	44.0	130000.0
hà nội	sơn la	40.0	200000.0
hà nội	sơn la	40.0	180000.0
hà nội	sơn la	9.0	350000.0
hà nội	sơn la	45.0	200000.0
hà nội	sơn la	18.0	300000.0
hà nội	sơn la	40.0	195000.0
hà nội	sơn la	40.0	160000.0
hà nội	sơn la	36.0	130000.0
hà nội	sơn la	30.0	100000.0
hà nội	sơn la	40.0	235000.0
hà nội	sơn la	9.0	140000.0
hà nội	sơn la	9.0	200000.0
hải dương	sơn la	40.0	210000.0
hải dương	sơn la	40.0	320000.0
hải phòng	sơn la	40.0	280000.0
hải phòng	sơn la	40.0	240000.0
hải phòng	sơn la	40.0	200000.0
hòa bình	sơn la	18.0	150000.0
hưng yên	sơn la	30.0	200000.0
hưng yên	sơn la	40.0	220000.0
nam định	sơn la	40.0	280000.0
nam định	sơn la	40.0	250000.0
nam định	sơn la	40.0	230000.0
nghệ an	sơn la	40.0	345000.0
ninh bình	sơn la	40.0	200000.0
ninh bình	sơn la	40.0	250000.0
quảng ninh	sơn la	40.0	320000.0
thái bình	sơn la	40.0	250000.0
vĩnh phúc	sơn la	40.0	260000.0
bắc giang	thái nguyên	30.0	50000.0
bắc giang	thái nguyên	28.0	60000.0
bắc giang	thái nguyên	30.0	60000.0
bắc kạn	thái nguyên	30.0	80000.0
bắc kạn	thái nguyên	28.0	55000.0
bắc kạn	thái nguyên	45.0	55000.0
bắc kạn	thái nguyên	45.0	65000.0
bắc kạn	thái nguyên	16.0	120000.0
bắc kạn	thái nguyên	28.0	60000.0
bắc kạn	thái nguyên	30.0	90000.0
bắc kạn	thái nguyên	28.0	70000.0
bắc kạn	thái nguyên	45.0	90000.0
bắc ninh	thái nguyên	46.0	220000.0
bình thuận	thái nguyên	39.0	750000.0
bình định	thái nguyên	39.0	560000.0
cao bằng	thái nguyên	28.0	150000.0
gia lai	thái nguyên	44.0	400000.0
hà giang	thái nguyên	45.0	120000.0
hà nam	thái nguyên	28.0	80000.0
hà nội	thái nguyên	46.0	220000.0
hà nội	thái nguyên	35.0	60000.0
hà nội	thái nguyên	9.0	120000.0
hà nội	thái nguyên	45.0	60000.0
hà nội	thái nguyên	39.0	140000.0
hà nội	thái nguyên	16.0	50000.0
hà nội	thái nguyên	28.0	60000.0
hà nội	thái nguyên	28.0	70000.0
hà nội	thái nguyên	45.0	80000.0
hà tĩnh	thái nguyên	40.0	280000.0
hà tĩnh	thái nguyên	40.0	230000.0
hà tĩnh	thái nguyên	39.0	250000.0
hải dương	thái nguyên	30.0	75000.0
hải dương	thái nguyên	35.0	80000.0
hải phòng	thái nguyên	30.0	110000.0
hải phòng	thái nguyên	45.0	110000.0
hải phòng	thái nguyên	35.0	110000.0
huế	thái nguyên	39.0	370000.0
lai châu	thái nguyên	40.0	300000.0
lạng sơn	thái nguyên	16.0	80000.0
lào cai	thái nguyên	40.0	260000.0
lào cai	thái nguyên	40.0	220000.0
lào cai	thái nguyên	40.0	250000.0
nam định	thái nguyên	28.0	90000.0
nam định	thái nguyên	30.0	90000.0
nghệ an	thái nguyên	46.0	220000.0
nghệ an	thái nguyên	40.0	270000.0
nghệ an	thái nguyên	39.0	230000.0
nghệ an	thái nguyên	40.0	200000.0
nghệ an	thái nguyên	40.0	180000.0
khánh hòa	thái nguyên	39.0	660000.0
ninh bình	thái nguyên	39.0	180000.0
ninh thuận	thái nguyên	39.0	720000.0
phú thọ	thái nguyên	28.0	72000.0
phú yên	thái nguyên	39.0	630000.0
quảng bình	thái nguyên	39.0	290000.0
quảng nam	thái nguyên	39.0	450000.0
quảng ngãi	thái nguyên	39.0	480000.0
quảng ninh	thái nguyên	45.0	140000.0
quảng ninh	thái nguyên	40.0	230000.0
quảng trị	thái nguyên	39.0	330000.0
sài gòn	thái nguyên	39.0	780000.0
sài gòn	thái nguyên	40.0	960000.0
thái bình	thái nguyên	35.0	100000.0
thanh hóa	thái nguyên	45.0	120000.0
thanh hóa	thái nguyên	44.0	150000.0
thanh hóa	thái nguyên	45.0	130000.0
lâm đồng	thái nguyên	40.0	750000.0
đà nẵng	thái nguyên	39.0	430000.0
đà nẵng	thái nguyên	40.0	400000.0
đắk nông	thái nguyên	44.0	700000.0
điện biên	thái nguyên	40.0	330000.0
đồng nai	thái nguyên	39.0	780000.0
hà giang	tuyên quang	44.0	150000.0
hà giang	tuyên quang	44.0	130000.0
hà giang	tuyên quang	44.0	100000.0
hà giang	tuyên quang	44.0	80000.0
hà giang	tuyên quang	46.0	100000.0
hà giang	tuyên quang	30.0	80000.0
hà nội	tuyên quang	45.0	90000.0
hà nội	tuyên quang	45.0	80000.0
hà nội	tuyên quang	35.0	90000.0
hà nội	tuyên quang	35.0	80000.0
hà nội	tuyên quang	30.0	90000.0
hà nội	tuyên quang	30.0	70000.0
hà nội	tuyên quang	28.0	70000.0
hà nội	tuyên quang	30.0	80000.0
hà nội	tuyên quang	41.0	100000.0
hà nội	tuyên quang	44.0	170000.0
hà nội	tuyên quang	44.0	150000.0
hà nội	tuyên quang	45.0	70000.0
hà nội	tuyên quang	40.0	140000.0
hà nội	tuyên quang	46.0	100000.0
hà nội	tuyên quang	45.0	110000.0
hà nội	tuyên quang	45.0	100000.0
hải phòng	tuyên quang	30.0	160000.0
hải phòng	tuyên quang	30.0	122000.0
ninh bình	tuyên quang	28.0	130000.0
phú thọ	tuyên quang	44.0	110000.0
phú thọ	tuyên quang	44.0	140000.0
phú thọ	tuyên quang	44.0	80000.0
phú thọ	tuyên quang	44.0	100000.0
quảng ninh	tuyên quang	40.0	300000.0
quảng ninh	tuyên quang	45.0	300000.0
thái bình	tuyên quang	35.0	140000.0
vĩnh phúc	tuyên quang	44.0	130000.0
vĩnh phúc	tuyên quang	44.0	150000.0
